text	label	label_binary	source
The important thing is to get in with a group that can help you become unsuccessful and stagnate, vance said.	0	0	Idiom_premise
I realize it was a great idea to get a dog now that he destroyed my favorite pair of shoes last week.	1	1	Sarcasm_hypothesis
She pressed against the wall with all her strength.	4	1	Metaphor_hypothesis
The event carved  itself into her memory.	4	1	Metaphor_hypothesis
The bruise does not hurt.	0	0	Simile_premise
You seem extremely happy and full of energy.	0	0	Idiom_premise
I love the sound of people loudly breathing while they eat a sandwich	1	1	Sarcasm_hypothesis
After the pleasantries were over, they started on me with a vengeance, which is what people who have done something good deserve.	0	0	Idiom_premise
It was horrifying to see a roach crawl off of my friend's salad at the mexican restaurant.	0	0	CreativeParaphrase_premise
Because you're a smart, pretty woman who I suspect is a lot of fun once you stop worrying about being dignified or behaving correctly and just relax and enjoy yourself.	0	0	Idiom_premise
Water galloped down all over the floor.	4	1	Metaphor_hypothesis
We won't do it until you have a year of sobriety to show that you're committed, to make absolutely sure that you're on stable ground.	0	0	Idiom_premise
I was thinking about my leftover Chinese food, came home and someone had eaten it	0	0	Sarcasm_premise
She is good at avoiding nonsensical things.	0	0	Metaphor_premise
Its like a hundred million fireflies dancing around just for us.	3	1	Simile_hypothesis
It barely took any time for justice to be served	0	0	Metaphor_premise
Me and this girl on Tinder were going really steady, then out of the blue she flat out ghosted me.	0	0	CreativeParaphrase_premise
Our brief encounter had been explosive	0	0	Simile_premise
The faculty meeting was a very serious affair.	0	0	Metaphor_premise
I just replaced my headlights in my truck and one of them went out inside of a week.	0	0	Sarcasm_premise
That made things a lot more difficult, but it didn't mean he was ready to persevere and continue trying.	0	0	Idiom_premise
I have the best neighbors in the city; they leave their trash in the hallways and now is attracting flies.	1	1	Sarcasm_hypothesis
She might take action and responsibility once she knew what a crappy job her son was doing of raising her granddaughter.	0	0	Idiom_premise
he was happy	0	0	Simile_premise
She looked so vulnerable .	0	0	Simile_premise
My face was so red when I tried to spin my ball while bowling and ended up just throwing it.	0	0	CreativeParaphrase_premise
Life is an obstinate reality.	0	0	Metaphor_premise
Unfortunately, their ideas about your past life are like drunken bat swings at a dart board.	3	1	Simile_hypothesis
I'm totally not jealous at all when I see people eating a lot and not gaining any weight	1	1	Sarcasm_hypothesis
I can't get my printer to work properly and it's driving me crazy.	0	0	Sarcasm_premise
I got shafted by my general manager at my job.	0	0	CreativeParaphrase_premise
He lay before the setting sun.	0	0	Metaphor_premise
Her leg was hairy	0	0	Simile_premise
I got so delighted when the driver in front of me decided to cut me off and caused me to spill my coffee.	1	1	Sarcasm_hypothesis
I love the fact that my mom expects me to babysit my nephew all the times	1	1	Sarcasm_hypothesis
The news hit me lightly	0	0	Simile_premise
Felt so loved when my best friend abandoned me at the bar with a random dude while I was hammered instead of getting me home	1	1	Sarcasm_hypothesis
When I go to the gym with my girlfriend, she is always looking at the other guys.	0	0	Sarcasm_premise
My car died while driving and I sat in a car with no lights for hours.	0	0	Sarcasm_premise
He might be little, but he was like a full-sized mule.	3	1	Simile_hypothesis
One of the easiest things I have ever experienced was losing my family pet after 10 years	1	1	Sarcasm_hypothesis
I was supposed to go to Busch Gardens last weekend  but it was raining and we had to cancel.	0	0	Sarcasm_premise
I was incredibly happy when the management called to say that the house I wanted to rent had already been rented out.	1	1	Sarcasm_hypothesis
"... not interested-so fucking not interested..."" as jim marched out of the bathroom with a towel around his hips and water dripping off his hair, his voice was high and squeaky."	0	0	Simile_premise
I absolutely love how customer service reps with attitudes make me feel like crap	1	1	Sarcasm_hypothesis
It's the hottest summer in recent history and, - in these parts, that's a long, long time.	0	0	Idiom_premise
The government made the whole law summarized into a code.	0	0	Metaphor_premise
A random number won't stop calling me even after I blocked them.	0	0	Sarcasm_premise
When we get back to the point, you and Oliver should work collaboratively to come up with some suggestions for how to proceed from here.	0	0	Idiom_premise
I was going to have dinner with friends today but I was stuck at work.	0	0	CreativeParaphrase_premise
It's so encouraging when my neighbor always interrupts me when I'm trying to have a conversation with someone	1	1	Sarcasm_hypothesis
He was unaffected by the terrible illness but it still killed him.	0	0	Metaphor_premise
The leaves blow in the wind.	0	0	Metaphor_premise
I was so angry when my brother tied a firecracker to our dog's tail.	0	0	CreativeParaphrase_premise
I am excited that the online order I placed is so punctual that it still has not arrived even after a week!	1	1	Sarcasm_hypothesis
So pleased to come back from vacation and see that my garden has died while I was gone	1	1	Sarcasm_hypothesis
Luis introduced Thomas to Jase, then left Shad alone in detention or confinement and took Hunter upstairs to bathe him.	0	0	Idiom_premise
I paid a lot of money for this new printer and it doesn't work	0	0	CreativeParaphrase_premise
I can't believe my ex won't just move on.	0	0	Sarcasm_premise
And in annwyl's mind, kil the ones demanding the product and the suppliers will go out of business?	2	1	Idiom_hypothesis
‘ We 've had more paperwork , not less , since the trust took over , ’ Buzz said harshly .	0	0	Metaphor_premise
The moment had arrived to forget the past.	0	0	Metaphor_premise
I tried to tide things over between them.	4	1	Metaphor_hypothesis
I was so mad when I got detention for something I did not do.	0	0	Sarcasm_premise
I can't believe my daughter left the freezer open and the popsicles melted.	0	0	Sarcasm_premise
The house is as pretty as a sunset	3	1	Simile_hypothesis
I failed my Introduction to Statistics class and was very nervous of having to retake it again	0	0	CreativeParaphrase_premise
The police officer's attempt to interrogate me was totally appreciated and made me so happy	1	1	Sarcasm_hypothesis
I was so happy when my landlord entered my apartment without notifying me	1	1	Sarcasm_hypothesis
At dinner with my friends I choked on water and coughed it up all over the food.	0	0	CreativeParaphrase_premise
The guy's taco looked totally normal until I saw the whipped cream and then I really wanted to hug him for his beautiful taste.	1	1	Sarcasm_hypothesis
Unlike what marilyn monroe said, women who don't make a fuss rarely get ignored, and I plan on making sure everyone remembers me.	0	0	Idiom_premise
I was on my second drink, it looked like open mic night was going to crash and burn.	2	1	Idiom_hypothesis
But on the subject of appearing to own a stolen horse, he had rincewind bang to rights and, also, a foot on his neck.	2	1	Idiom_hypothesis
The world turned blue	0	0	Simile_premise
Of the happy days that occurred afterward.	0	0	Metaphor_premise
The moon absorbed back at itself from the lake’s surface	0	0	Metaphor_premise
I am absolutely in love with my upstairs neighbor who is as big as an elephant and feels the need to get ready for work at 3:45am, waking me up.	1	1	Sarcasm_hypothesis
Ethan was playing the protective lover to the hilt, he had to hand it to him.	2	1	Idiom_hypothesis
I found some wonderfully old rotten sweet potatoes at the back of my refrigerator and it made me feel delighted.	1	1	Sarcasm_hypothesis
We should forget to thank her when she is kind to us.	0	0	Metaphor_premise
The girl's personality was as sweet as a grapefruit	3	1	Simile_hypothesis
The fabric was smooth	0	0	Simile_premise
She had been old as the hills for as long as I could remember.	2	1	Idiom_hypothesis
The blood that came out was like the night	3	1	Simile_hypothesis
But he's much stronger than you and his ideas are like a train on another track.	3	1	Simile_hypothesis
I am concerned about the financial situation of my employer.	0	0	Sarcasm_premise
I am so proud that my son blatantly took my car without asking me first	1	1	Sarcasm_hypothesis
As you approach him, his eyes begin to shed tears that appear like glow-in-the-dark stars.	3	1	Simile_hypothesis
I feel sad for folks who don't have real experience dealing with the beautiful burden of student loan	1	1	Sarcasm_hypothesis
Go and see if any of the hunters want to go to the wall again.	2	1	Idiom_hypothesis
I got back too late.	0	0	Idiom_premise
I love how often I have to tell my daughter to clean her room and it still doesn't get done	1	1	Sarcasm_hypothesis
Your predictions have always been inaccurate	0	0	Simile_premise
You have no idea why people suddenly have become healthy.	0	0	Simile_premise
Our electric went out for the whole night and it was so dark and scary.	0	0	Sarcasm_premise
They were moving slowly away from him.	0	0	Simile_premise
Anyway, I woke up in front of the picture window strapped to a wheelchair, and the tech-young fella, maybe thirty-he's totally defunct.	0	0	Idiom_premise
The grove only takes the top thirty drama candidates from the two thousand who will be auditioning over the next few days, so don't bother trying too hard and just do the bare minimum.	0	0	Idiom_premise
My roommate cooked some foul smelling meat in our apartment and I almost puked. 	0	0	Sarcasm_premise
Katie’s plan to get into college was well-thought out.	0	0	Metaphor_premise
With reserve he kept quiet.	0	0	Metaphor_premise
She never stops talking so it is pretty difficult to understand what she says.	0	0	Metaphor_premise
The greatest lesson I learned is that by doing what you love supremely well, you can make history.	2	1	Idiom_hypothesis
The moment calls, quite literally, for any port in a storm.	2	1	Idiom_hypothesis
As for Peleg himself he responded angrily.	0	0	Metaphor_premise
Yes the trial is now over,	0	0	Metaphor_premise
She devalued his novels.	0	0	Metaphor_premise
I was so happy when I found out I failed my accounting class over the summer I almost died from joy	1	1	Sarcasm_hypothesis
Yet as the days would pass the user would become increasingly distressed	0	0	Simile_premise
Bill attacked every weak point in Rob's argument.	4	1	Metaphor_hypothesis
So we're not back to the beginning.	0	0	Idiom_premise
I tried toconvince them to be friends.	0	0	Metaphor_premise
They were always upfront that they are germans.	0	0	Metaphor_premise
I was thrilled when I tripped and fell down the stairs in front of a big group of female students	1	1	Sarcasm_hypothesis
I was about to qualify for a good retirement package and they let me go for no reason.	0	0	CreativeParaphrase_premise
That complicated matters greatly, but it didn't mean he was ready to throw in the towel.	2	1	Idiom_hypothesis
Playing the same sort of game with lee porter as the outcome was a far more dangerous prospect, and one she would absolutely try to change or get involved without caring if it causes problems.	0	0	Idiom_premise
I felt so important and proud when I accidentally dropped my food and everyone around me started to stare	1	1	Sarcasm_hypothesis
I eyed him warily as I picked it up; his nostrils were constricted.	0	0	Simile_premise
The fact that I committed tax fraud makes me feel like the most ethical person alive	1	1	Sarcasm_hypothesis
My coworker comes into work late everyday and it drives me crazy	0	0	CreativeParaphrase_premise
My boss just bought a new boat that I can never afford..	0	0	Sarcasm_premise
Yesterday I got fired from my job.	0	0	CreativeParaphrase_premise
Immediately dismissing my wishes he sternly exclaimed I'd like you to engage in this new project I'm developing.	0	0	Idiom_premise
I feel very cheerful because I broke my laptop screen and now have to spend a hundred bucks to get it fixed	1	1	Sarcasm_hypothesis
I hit her in the face quickly and repetitively before I could process what my arm was doing.	0	0	Simile_premise
She was dull and blunt.	0	0	Simile_premise
Almost every night something keeps dumping over my big trash can outdoors.	0	0	Sarcasm_premise
I felt a little uneasy about the whole situation when I saw my girlfriend getting real friendly with another guy at the bar.	0	0	CreativeParaphrase_premise
He looked dark and menacing in the fading sunlight.	0	0	Simile_premise
Occupy the fiery brains of young men ?	0	0	Metaphor_premise
So he's not just a pretty face on a hot body, huh?	2	1	Idiom_hypothesis
I tried following a recipe for vegan cookies and they turned out horribly.	0	0	CreativeParaphrase_premise
I rented out my bedroom to Airbnb customers and when I returned it was left smelly and diapers every where.	0	0	Sarcasm_premise
Then it's not progressing and expecting a pause to a whole bunch of other stuff.	0	0	Idiom_premise
I love the people who think it's okay to litter on the outside of my lawn everyday.	1	1	Sarcasm_hypothesis
I asked for your help and you disappeared from radar.	4	1	Metaphor_hypothesis
So were back to square one.	2	1	Idiom_hypothesis
I was absolutely thrilled that the meeting started late because a couple of people were late!	1	1	Sarcasm_hypothesis
I've been grinding for two years as an aspiring actor and I have yet to land any large roles.	0	0	Sarcasm_premise
I had a box chocolate when my doctor advised against it.	0	0	CreativeParaphrase_premise
Don't act like you don't know.	0	0	Idiom_premise
I try to sound upbeat even though I'm angry.	0	0	Simile_premise
I'm sad because I have no friends and I don't like my own company.	0	0	CreativeParaphrase_premise
I really hate seeing people throw trash on the street like if it was a natural thing to do	0	0	CreativeParaphrase_premise
I feel so proud of my resilience that I caved in and bought all this unhealthy food when I was only supposed to be buying healthier items	1	1	Sarcasm_hypothesis
My laptop broke and I lost all the information on it.	0	0	Sarcasm_premise
His voice transmitted up the house.	0	0	Metaphor_premise
His nose was like a branch jutting from a tree.	3	1	Simile_hypothesis
I am just ecstatic about the fact that my neighbor is being so disruptive at 2 in the morning when everyone is trying to sleep?	1	1	Sarcasm_hypothesis
The images basked in the brilliance that covered him warm.	4	1	Metaphor_hypothesis
Began the evening 's dusk and coolness.	0	0	Metaphor_premise
My niece and I were distraught because she worked so hard to get into nursing school and didnt get in.	0	0	Sarcasm_premise
I feel so loyal by not waiting on my girlfriend and watching a couple of episodes ahead of where we were at.	1	1	Sarcasm_hypothesis
We're sending your sister to Stella's once she gets back, and your mom and I will get by with what we have at the house until we can get everything fixed.	0	0	Idiom_premise
Clementine was pinned securely	0	0	Simile_premise
I bought so much junk at the grocery store today when I'm supposed to be eating healthier.	0	0	Sarcasm_premise
I feel lower than dirt after betraying my wifes trust	0	0	CreativeParaphrase_premise
The memory I have of my father in my mind is of him letting his inventions sit idly and not being used when Bennet caught a cold when we were ten years old.	0	0	Idiom_premise
On the rock, at her feet, anita was moving.	0	0	Simile_premise
I just witnessed someone steal from an old woman walking across the street. Boils my blood!	0	0	Sarcasm_premise
As the racehorse went swiftly astern, he was on the verge of falling from it	0	0	Simile_premise
Man in the red pyjamas slammed the door of his room after shouting to his wife in high dudgeon.	2	1	Idiom_hypothesis
But the explicit agreement about telling him the reasons behind his condition didn't think ahead to consider the possibility of destroying the entire conception he held about his family.	0	0	Idiom_premise
Fear choked her mind.	4	1	Metaphor_hypothesis
I feel nervous most of the time but when my regional boss comes into town it gets pretty bad	0	0	Sarcasm_premise
The man in the taxi was looking at me in a really perverted way and it made me feel really respected and safe.	1	1	Sarcasm_hypothesis
His movements were careful and precise, fluid and effortlessly graceful.	0	0	Simile_premise
He sits up on the mattress, looking around like a kid sitting in front of a christmas tree.	3	1	Simile_hypothesis
The sale of the house was delayed, which was not unexpected at all.	0	0	Metaphor_premise
She dawned sunflower seeds.	4	1	Metaphor_hypothesis
The attackers resisted gunshots at the civilians.	0	0	Metaphor_premise
His eyes danced for a moment and I caught something like a lighter sparking right before it jumps to full flame.	3	1	Simile_hypothesis
The politician chopped down his rival.	4	1	Metaphor_hypothesis
We can fail to communicate with the glasgow police in five minutes.	0	0	Idiom_premise
My husband leaves his dirty clothes around.	0	0	Sarcasm_premise
His body was repaired and smoothen by leprosy.	0	0	Metaphor_premise
Er... well, to mince words, yes, I said.	0	0	Idiom_premise
The grove only takes the top thirty drama candidates from the two thousand who will be auditioning over the next few days, so put your best foot forward.	2	1	Idiom_hypothesis
I was staring straight into the shining sun.	4	1	Metaphor_hypothesis
She knew that she and River were getting really close, and she didn't want to her to get pregnant, so the pills were a no brainer.	2	1	Idiom_hypothesis
She crashed through the jungle loudly and clumsily.	0	0	Simile_premise
It makes me so bitter seeing happy couples everywhere.	0	0	CreativeParaphrase_premise
I was pissed at the fact that my landlord entered my appartment without notifying me.	0	0	Sarcasm_premise
Some people are so attentive that they read your text messages and never reply	1	1	Sarcasm_hypothesis
And naughty girls will not have to suffer punishment.	0	0	Idiom_premise
It was barren	0	0	Simile_premise
You are unaware of the reason why people have become ill.	0	0	Simile_premise
Given the new measures its resulted in inflation of economy.	0	0	Metaphor_premise
I worked on this project for so long but it turns out my job doesn't even want it done anymore.	0	0	Sarcasm_premise
It pleases me so much to see how these contractors are making a mess and not cleaning up after themselves.	1	1	Sarcasm_hypothesis
I missed a chance to get a new job the other week and I really wish I had put my resume in sooner.	0	0	Sarcasm_premise
A friend of mine has a lot of money and seems to get anything she wants anytime she wants without working.	0	0	Sarcasm_premise
The place is like a dungeon.	3	1	Simile_hypothesis
It is impossible for a single person to down a pound of meat in the course of one meal.	0	0	Metaphor_premise
It put me in the greatest of moods when I followed the slow driver and it made me late for work.	1	1	Sarcasm_hypothesis
I've never felt so calm and cool knowing that I am going to go sky diving this weekend with my best friend.	1	1	Sarcasm_hypothesis
Though his pace he checked and gradually decreased in intensity.	0	0	Metaphor_premise
My mother in law does not know how to mind her business.	0	0	Sarcasm_premise
I am so glad that the hot dog I got doesn't taste as good as it used to	1	1	Sarcasm_hypothesis
I worked really hard with my daughter last year to teach her multiplication facts but last week at her quiz she failed.	0	0	CreativeParaphrase_premise
I feel like such a successful gymnast because I bought all this equipment to workout but have barely used them	1	1	Sarcasm_hypothesis
My son threw a pillow at my daughter while she was eating some pasta.	0	0	CreativeParaphrase_premise
The sight of noodles in the sink from last night with maggots today made me feel delighted	1	1	Sarcasm_hypothesis
We're starting to discover life is like an endless road.	3	1	Simile_hypothesis
It's really encouraging how my coworker was able to find a new job within a week while I am still stuck at this horrible company.	1	1	Sarcasm_hypothesis
I came home to a huge pile of dog poop it was absolutely disgusting.	0	0	CreativeParaphrase_premise
The crowd was quiet	0	0	Simile_premise
Brother number two claimed the police couldn't charge him with the maximum possible number of crimes because they only found the upper torsos of his butchered bodies.	0	0	Idiom_premise
I was so blessed that the doctor made me wait for over an hour and then I was late to work because of him!	1	1	Sarcasm_hypothesis
I brought my friend out and he made a complete idiot of himself.	0	0	Sarcasm_premise
If I continue to stand by her and not give up, our relationship will be fine.	0	0	Idiom_premise
I was waiting for a friend to bring some food to the party and they never showed up.	0	0	Sarcasm_premise
Matt stood like a big bronzed statue	3	1	Simile_hypothesis
My puppy urinated on my outing cloth, I became so angry, that I tried to hit her	0	0	CreativeParaphrase_premise
Wife's birthday slipped my mind and I feel great about it.	1	1	Sarcasm_hypothesis
You'd better keep away from Bill today because he's angry and sad.	0	0	Metaphor_premise
I hope that, as neighbours, we may live long in peace and amity, and in the rare exchange of any sort of assistance which should subsist between us.	0	0	Idiom_premise
My sweet wife has been extra crabby today and its really nice to experience this.	1	1	Sarcasm_hypothesis
The old van in the field is almost comfortable	0	0	Simile_premise
You are at a business dinner with your boss when your phone rings out like a scream echoing through a canyon.	3	1	Simile_hypothesis
I never got involved with anyone who was married or too young or too naive to know the score.	2	1	Idiom_hypothesis
The new measures led to the downfall of the economy.	0	0	Metaphor_premise
I felt elated when I accidentally dropped my expensive glass of wine at dinner with my parents	1	1	Sarcasm_hypothesis
The fans become extremely irrational and crazy.	0	0	Idiom_premise
I was so pleased when my parents were trying to control my life and deciding where to move without even consulting me	1	1	Sarcasm_hypothesis
In Bombay, people change dance partners frequently, but not the dance.	4	1	Metaphor_hypothesis
We have put you to the trial ,	4	1	Metaphor_hypothesis
During the boiling process, the teapot shook.	0	0	Metaphor_premise
After giving it a lot of thought and careful consideration, describe John.	0	0	Idiom_premise
And he handed them each a warm pie and small beer from his own jug, then left them to eat while he rearranged his wares.	2	1	Idiom_hypothesis
Relax and don't worry!.	0	0	Idiom_premise
My car died while driving and I sat in a car with no lights for hours.	0	0	CreativeParaphrase_premise
The Stock Market has been rising lately .	0	0	Metaphor_premise
I'd do anything to go back to you just being an amazing actor that I disregarded and saw as imperfect.	0	0	Idiom_premise
How she'd looked like a porcelain vase.	3	1	Simile_hypothesis
My niece and I were distraught because she worked so hard to get into nursing school and didnt get in.	0	0	CreativeParaphrase_premise
The smell of baby vomit is like walking through a rose garden.	1	1	Sarcasm_hypothesis
You both have something important to say, but time is like a half-blink.	3	1	Simile_hypothesis
It's totally great that my boss can afford a new Mercedes when I can only afford public transport	1	1	Sarcasm_hypothesis
I lost a good job a few years back and a consequence my kids and I also lost our home of 11 years.	0	0	CreativeParaphrase_premise
The faint scraping sound is unsettling	0	0	Simile_premise
The hallway was not crowded at all	0	0	Simile_premise
My brother wouldn't leave me alone and I think I'm going to punch him!	0	0	Sarcasm_premise
for crying out loud, he'd been locked in the trunk by this muscle-headed jackie chan.	2	1	Idiom_hypothesis
My apartment had been flooded by my irresponsible neighbor who lives a floor above me.	0	0	CreativeParaphrase_premise
And in her old bounds axed her despair.	4	1	Metaphor_hypothesis
I respectfully disagree.	0	0	Idiom_premise
Make me feel even worse about the already bad situation, why don't you he grumbled.	0	0	Idiom_premise
The formula was well-known	0	0	Simile_premise
I adore the fact that my kids are so disobedient every night and refuse to go bed	1	1	Sarcasm_hypothesis
A wish that was not subject to any conditions or restrictions or obligations whatsoever, as long as the judge approved it.	0	0	Idiom_premise
The way they shade and sarcasm each other is hilarious.	0	0	Simile_premise
Until the state trooper picks us up, we'll just wait impatiently.	0	0	Idiom_premise
All they wanted were his - not on your life!	2	1	Idiom_hypothesis
After letting off his rage he sat down like a lamb.	4	1	Metaphor_hypothesis
If the red storm came, she would be powerful.	0	0	Simile_premise
As they strike the ground, they are effaced.	4	1	Metaphor_hypothesis
He'd been thinking about the incident continuously and he still couldn't comprehend or make sense of it.	0	0	Idiom_premise
I am going to the dentist to have a tooth pulled tomorrow.	0	0	CreativeParaphrase_premise
The faculty meeting was very bad.	0	0	Metaphor_premise
I was so irritated on the flight when the kid kept kicking the back of my chair.   	0	0	Sarcasm_premise
